codice;geo_point
1915;"{""type"":""Point"",""coordinates"":[11.386799255,44.515010597]}"
1916;"{""type"":""Point"",""coordinates"":[11.386799255,44.517258898]}"
1917;"{""type"":""Point"",""coordinates"":[11.386799255,44.519507199]}"
1918;"{""type"":""Point"",""coordinates"":[11.386799255,44.5217555]}"
1919;"{""type"":""Point"",""coordinates"":[11.386799255,44.5240038]}"
1920;"{""type"":""Point"",""coordinates"":[11.386799255,44.526252101]}"
1921;"{""type"":""Point"",""coordinates"":[11.386799255,44.528500402]}"
1922;"{""type"":""Point"",""coordinates"":[11.386799255,44.530748703]}"
1923;"{""type"":""Point"",""coordinates"":[11.386799255,44.532997004]}"
1924;"{""type"":""Point"",""coordinates"":[11.386799255,44.535245305]}"
1925;"{""type"":""Point"",""coordinates"":[11.386799255,44.537493606]}"
1926;"{""type"":""Point"",""coordinates"":[11.386799255,44.539741907]}"
1927;"{""type"":""Point"",""coordinates"":[11.386799255,44.541990208]}"
1928;"{""type"":""Point"",""coordinates"":[11.386799255,44.544238509]}"
1929;"{""type"":""Point"",""coordinates"":[11.386799255,44.54648681]}"
1930;"{""type"":""Point"",""coordinates"":[11.38994702,44.461051375]}"
1931;"{""type"":""Point"",""coordinates"":[11.38994702,44.463299676]}"
1932;"{""type"":""Point"",""coordinates"":[11.38994702,44.465547977]}"
1933;"{""type"":""Point"",""coordinates"":[11.38994702,44.467796278]}"
1934;"{""type"":""Point"",""coordinates"":[11.38994702,44.470044579]}"
1935;"{""type"":""Point"",""coordinates"":[11.38994702,44.47229288]}"
1936;"{""type"":""Point"",""coordinates"":[11.38994702,44.47454118]}"
1937;"{""type"":""Point"",""coordinates"":[11.38994702,44.476789481]}"
1938;"{""type"":""Point"",""coordinates"":[11.38994702,44.479037782]}"
1939;"{""type"":""Point"",""coordinates"":[11.38994702,44.481286083]}"
1940;"{""type"":""Point"",""coordinates"":[11.38994702,44.483534384]}"
1941;"{""type"":""Point"",""coordinates"":[11.38994702,44.485782685]}"
1942;"{""type"":""Point"",""coordinates"":[11.38994702,44.488030986]}"
1943;"{""type"":""Point"",""coordinates"":[11.38994702,44.490279287]}"
1944;"{""type"":""Point"",""coordinates"":[11.38994702,44.492527588]}"
1945;"{""type"":""Point"",""coordinates"":[11.38994702,44.494775889]}"
1946;"{""type"":""Point"",""coordinates"":[11.38994702,44.49702419]}"
1947;"{""type"":""Point"",""coordinates"":[11.38994702,44.49927249]}"
1948;"{""type"":""Point"",""coordinates"":[11.38994702,44.501520791]}"
1949;"{""type"":""Point"",""coordinates"":[11.38994702,44.503769092]}"
1950;"{""type"":""Point"",""coordinates"":[11.38994702,44.506017393]}"
1951;"{""type"":""Point"",""coordinates"":[11.38994702,44.508265694]}"
1952;"{""type"":""Point"",""coordinates"":[11.38994702,44.510513995]}"
1953;"{""type"":""Point"",""coordinates"":[11.38994702,44.512762296]}"
1954;"{""type"":""Point"",""coordinates"":[11.38994702,44.515010597]}"
1955;"{""type"":""Point"",""coordinates"":[11.38994702,44.517258898]}"
1956;"{""type"":""Point"",""coordinates"":[11.38994702,44.519507199]}"
1957;"{""type"":""Point"",""coordinates"":[11.38994702,44.5217555]}"
1958;"{""type"":""Point"",""coordinates"":[11.38994702,44.5240038]}"
1959;"{""type"":""Point"",""coordinates"":[11.38994702,44.526252101]}"
1960;"{""type"":""Point"",""coordinates"":[11.38994702,44.528500402]}"
1961;"{""type"":""Point"",""coordinates"":[11.38994702,44.530748703]}"
1962;"{""type"":""Point"",""coordinates"":[11.38994702,44.532997004]}"
1963;"{""type"":""Point"",""coordinates"":[11.38994702,44.535245305]}"
1964;"{""type"":""Point"",""coordinates"":[11.38994702,44.537493606]}"
1965;"{""type"":""Point"",""coordinates"":[11.38994702,44.539741907]}"
1966;"{""type"":""Point"",""coordinates"":[11.38994702,44.544238509]}"
1967;"{""type"":""Point"",""coordinates"":[11.393094785,44.463299676]}"
1968;"{""type"":""Point"",""coordinates"":[11.393094785,44.465547977]}"
1969;"{""type"":""Point"",""coordinates"":[11.393094785,44.467796278]}"
1970;"{""type"":""Point"",""coordinates"":[11.393094785,44.470044579]}"
1971;"{""type"":""Point"",""coordinates"":[11.393094785,44.47229288]}"
1972;"{""type"":""Point"",""coordinates"":[11.393094785,44.47454118]}"
1973;"{""type"":""Point"",""coordinates"":[11.393094785,44.476789481]}"
1974;"{""type"":""Point"",""coordinates"":[11.393094785,44.479037782]}"
1975;"{""type"":""Point"",""coordinates"":[11.393094785,44.481286083]}"
1976;"{""type"":""Point"",""coordinates"":[11.393094785,44.483534384]}"
1977;"{""type"":""Point"",""coordinates"":[11.393094785,44.485782685]}"
1978;"{""type"":""Point"",""coordinates"":[11.393094785,44.488030986]}"
1979;"{""type"":""Point"",""coordinates"":[11.393094785,44.490279287]}"
1980;"{""type"":""Point"",""coordinates"":[11.393094785,44.492527588]}"
1981;"{""type"":""Point"",""coordinates"":[11.393094785,44.494775889]}"
1982;"{""type"":""Point"",""coordinates"":[11.393094785,44.49702419]}"
1983;"{""type"":""Point"",""coordinates"":[11.393094785,44.49927249]}"
1984;"{""type"":""Point"",""coordinates"":[11.393094785,44.501520791]}"
1985;"{""type"":""Point"",""coordinates"":[11.393094785,44.503769092]}"
1986;"{""type"":""Point"",""coordinates"":[11.393094785,44.506017393]}"
1987;"{""type"":""Point"",""coordinates"":[11.393094785,44.508265694]}"
1988;"{""type"":""Point"",""coordinates"":[11.393094785,44.510513995]}"
1989;"{""type"":""Point"",""coordinates"":[11.393094785,44.512762296]}"
1990;"{""type"":""Point"",""coordinates"":[11.393094785,44.515010597]}"
1991;"{""type"":""Point"",""coordinates"":[11.393094785,44.517258898]}"
1992;"{""type"":""Point"",""coordinates"":[11.393094785,44.519507199]}"
1993;"{""type"":""Point"",""coordinates"":[11.393094785,44.5217555]}"
1994;"{""type"":""Point"",""coordinates"":[11.393094785,44.5240038]}"
1995;"{""type"":""Point"",""coordinates"":[11.393094785,44.526252101]}"
1996;"{""type"":""Point"",""coordinates"":[11.393094785,44.528500402]}"
1997;"{""type"":""Point"",""coordinates"":[11.393094785,44.530748703]}"
1998;"{""type"":""Point"",""coordinates"":[11.393094785,44.532997004]}"
1999;"{""type"":""Point"",""coordinates"":[11.393094785,44.535245305]}"
2000;"{""type"":""Point"",""coordinates"":[11.393094785,44.537493606]}"
2001;"{""type"":""Point"",""coordinates"":[11.393094785,44.539741907]}"
2002;"{""type"":""Point"",""coordinates"":[11.396242549,44.463299676]}"
2003;"{""type"":""Point"",""coordinates"":[11.396242549,44.465547977]}"
2004;"{""type"":""Point"",""coordinates"":[11.396242549,44.470044579]}"
2005;"{""type"":""Point"",""coordinates"":[11.396242549,44.47229288]}"
2006;"{""type"":""Point"",""coordinates"":[11.396242549,44.47454118]}"
2007;"{""type"":""Point"",""coordinates"":[11.396242549,44.476789481]}"
2008;"{""type"":""Point"",""coordinates"":[11.396242549,44.479037782]}"
2009;"{""type"":""Point"",""coordinates"":[11.396242549,44.481286083]}"
2010;"{""type"":""Point"",""coordinates"":[11.396242549,44.483534384]}"
2011;"{""type"":""Point"",""coordinates"":[11.396242549,44.485782685]}"
2012;"{""type"":""Point"",""coordinates"":[11.396242549,44.488030986]}"
2013;"{""type"":""Point"",""coordinates"":[11.396242549,44.490279287]}"
2014;"{""type"":""Point"",""coordinates"":[11.396242549,44.492527588]}"
2015;"{""type"":""Point"",""coordinates"":[11.396242549,44.494775889]}"
2016;"{""type"":""Point"",""coordinates"":[11.396242549,44.49702419]}"
2017;"{""type"":""Point"",""coordinates"":[11.396242549,44.49927249]}"
2018;"{""type"":""Point"",""coordinates"":[11.396242549,44.501520791]}"
2019;"{""type"":""Point"",""coordinates"":[11.396242549,44.503769092]}"
2020;"{""type"":""Point"",""coordinates"":[11.396242549,44.506017393]}"
2021;"{""type"":""Point"",""coordinates"":[11.396242549,44.508265694]}"
2022;"{""type"":""Point"",""coordinates"":[11.396242549,44.510513995]}"
2023;"{""type"":""Point"",""coordinates"":[11.396242549,44.512762296]}"
2024;"{""type"":""Point"",""coordinates"":[11.396242549,44.515010597]}"
2025;"{""type"":""Point"",""coordinates"":[11.396242549,44.517258898]}"
2026;"{""type"":""Point"",""coordinates"":[11.396242549,44.519507199]}"
2027;"{""type"":""Point"",""coordinates"":[11.396242549,44.5217555]}"
2028;"{""type"":""Point"",""coordinates"":[11.396242549,44.5240038]}"
2029;"{""type"":""Point"",""coordinates"":[11.396242549,44.526252101]}"
2030;"{""type"":""Point"",""coordinates"":[11.396242549,44.528500402]}"
2031;"{""type"":""Point"",""coordinates"":[11.396242549,44.530748703]}"
2032;"{""type"":""Point"",""coordinates"":[11.396242549,44.532997004]}"
2033;"{""type"":""Point"",""coordinates"":[11.396242549,44.535245305]}"
2034;"{""type"":""Point"",""coordinates"":[11.396242549,44.537493606]}"
2035;"{""type"":""Point"",""coordinates"":[11.396242549,44.539741907]}"
2036;"{""type"":""Point"",""coordinates"":[11.396242549,44.541990208]}"
2037;"{""type"":""Point"",""coordinates"":[11.399390314,44.463299676]}"
2038;"{""type"":""Point"",""coordinates"":[11.399390314,44.47229288]}"
2039;"{""type"":""Point"",""coordinates"":[11.399390314,44.47454118]}"
2040;"{""type"":""Point"",""coordinates"":[11.399390314,44.476789481]}"
2041;"{""type"":""Point"",""coordinates"":[11.399390314,44.479037782]}"
2042;"{""type"":""Point"",""coordinates"":[11.399390314,44.481286083]}"
2043;"{""type"":""Point"",""coordinates"":[11.399390314,44.483534384]}"
2044;"{""type"":""Point"",""coordinates"":[11.399390314,44.485782685]}"
2045;"{""type"":""Point"",""coordinates"":[11.399390314,44.488030986]}"
2046;"{""type"":""Point"",""coordinates"":[11.399390314,44.490279287]}"
2047;"{""type"":""Point"",""coordinates"":[11.399390314,44.492527588]}"
2048;"{""type"":""Point"",""coordinates"":[11.399390314,44.494775889]}"
2049;"{""type"":""Point"",""coordinates"":[11.399390314,44.49702419]}"
2050;"{""type"":""Point"",""coordinates"":[11.399390314,44.49927249]}"
2051;"{""type"":""Point"",""coordinates"":[11.399390314,44.501520791]}"
2052;"{""type"":""Point"",""coordinates"":[11.399390314,44.503769092]}"
2053;"{""type"":""Point"",""coordinates"":[11.399390314,44.506017393]}"
2054;"{""type"":""Point"",""coordinates"":[11.399390314,44.508265694]}"
2055;"{""type"":""Point"",""coordinates"":[11.399390314,44.510513995]}"
2056;"{""type"":""Point"",""coordinates"":[11.399390314,44.512762296]}"
2057;"{""type"":""Point"",""coordinates"":[11.399390314,44.515010597]}"
2058;"{""type"":""Point"",""coordinates"":[11.399390314,44.517258898]}"
2059;"{""type"":""Point"",""coordinates"":[11.399390314,44.519507199]}"
2060;"{""type"":""Point"",""coordinates"":[11.399390314,44.5217555]}"
2061;"{""type"":""Point"",""coordinates"":[11.399390314,44.5240038]}"
2062;"{""type"":""Point"",""coordinates"":[11.399390314,44.526252101]}"
2063;"{""type"":""Point"",""coordinates"":[11.399390314,44.528500402]}"
2064;"{""type"":""Point"",""coordinates"":[11.399390314,44.530748703]}"
2065;"{""type"":""Point"",""coordinates"":[11.399390314,44.532997004]}"
2066;"{""type"":""Point"",""coordinates"":[11.399390314,44.535245305]}"
2067;"{""type"":""Point"",""coordinates"":[11.399390314,44.537493606]}"
2068;"{""type"":""Point"",""coordinates"":[11.399390314,44.539741907]}"
2069;"{""type"":""Point"",""coordinates"":[11.402538079,44.47454118]}"
2070;"{""type"":""Point"",""coordinates"":[11.402538079,44.476789481]}"
2071;"{""type"":""Point"",""coordinates"":[11.402538079,44.479037782]}"
2072;"{""type"":""Point"",""coordinates"":[11.402538079,44.481286083]}"
2073;"{""type"":""Point"",""coordinates"":[11.402538079,44.483534384]}"
2074;"{""type"":""Point"",""coordinates"":[11.402538079,44.485782685]}"
2075;"{""type"":""Point"",""coordinates"":[11.402538079,44.488030986]}"
2076;"{""type"":""Point"",""coordinates"":[11.402538079,44.490279287]}"
2077;"{""type"":""Point"",""coordinates"":[11.402538079,44.492527588]}"
2078;"{""type"":""Point"",""coordinates"":[11.402538079,44.494775889]}"
2079;"{""type"":""Point"",""coordinates"":[11.402538079,44.49702419]}"
2080;"{""type"":""Point"",""coordinates"":[11.402538079,44.49927249]}"
2081;"{""type"":""Point"",""coordinates"":[11.402538079,44.501520791]}"
2082;"{""type"":""Point"",""coordinates"":[11.402538079,44.503769092]}"
2083;"{""type"":""Point"",""coordinates"":[11.402538079,44.506017393]}"
2084;"{""type"":""Point"",""coordinates"":[11.402538079,44.508265694]}"
2085;"{""type"":""Point"",""coordinates"":[11.402538079,44.510513995]}"
2086;"{""type"":""Point"",""coordinates"":[11.402538079,44.512762296]}"
2087;"{""type"":""Point"",""coordinates"":[11.402538079,44.515010597]}"
2088;"{""type"":""Point"",""coordinates"":[11.402538079,44.517258898]}"
2089;"{""type"":""Point"",""coordinates"":[11.402538079,44.519507199]}"
2090;"{""type"":""Point"",""coordinates"":[11.402538079,44.5217555]}"
2091;"{""type"":""Point"",""coordinates"":[11.402538079,44.5240038]}"
2092;"{""type"":""Point"",""coordinates"":[11.402538079,44.526252101]}"
2093;"{""type"":""Point"",""coordinates"":[11.402538079,44.528500402]}"
2094;"{""type"":""Point"",""coordinates"":[11.402538079,44.530748703]}"
2095;"{""type"":""Point"",""coordinates"":[11.402538079,44.532997004]}"
2096;"{""type"":""Point"",""coordinates"":[11.402538079,44.535245305]}"
2097;"{""type"":""Point"",""coordinates"":[11.402538079,44.537493606]}"
2098;"{""type"":""Point"",""coordinates"":[11.402538079,44.539741907]}"
2099;"{""type"":""Point"",""coordinates"":[11.405685844,44.476789481]}"
2100;"{""type"":""Point"",""coordinates"":[11.405685844,44.479037782]}"
2101;"{""type"":""Point"",""coordinates"":[11.405685844,44.481286083]}"
2102;"{""type"":""Point"",""coordinates"":[11.405685844,44.483534384]}"
2103;"{""type"":""Point"",""coordinates"":[11.405685844,44.485782685]}"
2104;"{""type"":""Point"",""coordinates"":[11.405685844,44.488030986]}"
2105;"{""type"":""Point"",""coordinates"":[11.405685844,44.490279287]}"
2106;"{""type"":""Point"",""coordinates"":[11.405685844,44.492527588]}"
2107;"{""type"":""Point"",""coordinates"":[11.405685844,44.494775889]}"
2108;"{""type"":""Point"",""coordinates"":[11.405685844,44.49702419]}"
2109;"{""type"":""Point"",""coordinates"":[11.405685844,44.49927249]}"
2110;"{""type"":""Point"",""coordinates"":[11.405685844,44.501520791]}"
2111;"{""type"":""Point"",""coordinates"":[11.405685844,44.503769092]}"
2112;"{""type"":""Point"",""coordinates"":[11.405685844,44.506017393]}"
2113;"{""type"":""Point"",""coordinates"":[11.405685844,44.508265694]}"
2114;"{""type"":""Point"",""coordinates"":[11.405685844,44.510513995]}"
2115;"{""type"":""Point"",""coordinates"":[11.405685844,44.512762296]}"
2116;"{""type"":""Point"",""coordinates"":[11.405685844,44.515010597]}"
2117;"{""type"":""Point"",""coordinates"":[11.405685844,44.517258898]}"
2118;"{""type"":""Point"",""coordinates"":[11.405685844,44.519507199]}"
2119;"{""type"":""Point"",""coordinates"":[11.405685844,44.5217555]}"
2120;"{""type"":""Point"",""coordinates"":[11.405685844,44.5240038]}"
2121;"{""type"":""Point"",""coordinates"":[11.405685844,44.526252101]}"
2122;"{""type"":""Point"",""coordinates"":[11.405685844,44.528500402]}"
2123;"{""type"":""Point"",""coordinates"":[11.405685844,44.530748703]}"
2124;"{""type"":""Point"",""coordinates"":[11.405685844,44.532997004]}"
2125;"{""type"":""Point"",""coordinates"":[11.405685844,44.535245305]}"
2126;"{""type"":""Point"",""coordinates"":[11.405685844,44.537493606]}"
2127;"{""type"":""Point"",""coordinates"":[11.405685844,44.539741907]}"
2128;"{""type"":""Point"",""coordinates"":[11.405685844,44.541990208]}"
2129;"{""type"":""Point"",""coordinates"":[11.408833608,44.479037782]}"
2130;"{""type"":""Point"",""coordinates"":[11.408833608,44.481286083]}"
2131;"{""type"":""Point"",""coordinates"":[11.408833608,44.483534384]}"
2132;"{""type"":""Point"",""coordinates"":[11.408833608,44.485782685]}"
2133;"{""type"":""Point"",""coordinates"":[11.408833608,44.488030986]}"
2134;"{""type"":""Point"",""coordinates"":[11.408833608,44.490279287]}"
2135;"{""type"":""Point"",""coordinates"":[11.408833608,44.492527588]}"
2136;"{""type"":""Point"",""coordinates"":[11.408833608,44.494775889]}"
2137;"{""type"":""Point"",""coordinates"":[11.408833608,44.49702419]}"
2138;"{""type"":""Point"",""coordinates"":[11.408833608,44.49927249]}"
2139;"{""type"":""Point"",""coordinates"":[11.408833608,44.501520791]}"
2140;"{""type"":""Point"",""coordinates"":[11.408833608,44.503769092]}"
2141;"{""type"":""Point"",""coordinates"":[11.408833608,44.506017393]}"
2142;"{""type"":""Point"",""coordinates"":[11.408833608,44.508265694]}"
2143;"{""type"":""Point"",""coordinates"":[11.408833608,44.510513995]}"
2144;"{""type"":""Point"",""coordinates"":[11.408833608,44.512762296]}"
2145;"{""type"":""Point"",""coordinates"":[11.408833608,44.515010597]}"
2146;"{""type"":""Point"",""coordinates"":[11.408833608,44.517258898]}"
2147;"{""type"":""Point"",""coordinates"":[11.408833608,44.519507199]}"
2148;"{""type"":""Point"",""coordinates"":[11.408833608,44.5217555]}"
2149;"{""type"":""Point"",""coordinates"":[11.408833608,44.5240038]}"
2150;"{""type"":""Point"",""coordinates"":[11.408833608,44.526252101]}"
2151;"{""type"":""Point"",""coordinates"":[11.408833608,44.530748703]}"
2152;"{""type"":""Point"",""coordinates"":[11.408833608,44.532997004]}"
2153;"{""type"":""Point"",""coordinates"":[11.408833608,44.535245305]}"
2154;"{""type"":""Point"",""coordinates"":[11.408833608,44.537493606]}"
2155;"{""type"":""Point"",""coordinates"":[11.408833608,44.539741907]}"
2156;"{""type"":""Point"",""coordinates"":[11.411981373,44.481286083]}"
2157;"{""type"":""Point"",""coordinates"":[11.411981373,44.483534384]}"
2158;"{""type"":""Point"",""coordinates"":[11.411981373,44.485782685]}"
2159;"{""type"":""Point"",""coordinates"":[11.411981373,44.488030986]}"
2160;"{""type"":""Point"",""coordinates"":[11.411981373,44.490279287]}"
2161;"{""type"":""Point"",""coordinates"":[11.411981373,44.492527588]}"
2162;"{""type"":""Point"",""coordinates"":[11.411981373,44.494775889]}"
2163;"{""type"":""Point"",""coordinates"":[11.411981373,44.49702419]}"
2164;"{""type"":""Point"",""coordinates"":[11.411981373,44.49927249]}"
2165;"{""type"":""Point"",""coordinates"":[11.411981373,44.501520791]}"
2166;"{""type"":""Point"",""coordinates"":[11.411981373,44.503769092]}"
2167;"{""type"":""Point"",""coordinates"":[11.411981373,44.506017393]}"
2168;"{""type"":""Point"",""coordinates"":[11.411981373,44.508265694]}"
2169;"{""type"":""Point"",""coordinates"":[11.411981373,44.510513995]}"
2170;"{""type"":""Point"",""coordinates"":[11.411981373,44.512762296]}"
2171;"{""type"":""Point"",""coordinates"":[11.411981373,44.515010597]}"
2172;"{""type"":""Point"",""coordinates"":[11.411981373,44.517258898]}"
2173;"{""type"":""Point"",""coordinates"":[11.411981373,44.519507199]}"
2174;"{""type"":""Point"",""coordinates"":[11.411981373,44.5217555]}"
2175;"{""type"":""Point"",""coordinates"":[11.411981373,44.5240038]}"
2176;"{""type"":""Point"",""coordinates"":[11.411981373,44.526252101]}"
2177;"{""type"":""Point"",""coordinates"":[11.411981373,44.537493606]}"
2178;"{""type"":""Point"",""coordinates"":[11.411981373,44.539741907]}"
2179;"{""type"":""Point"",""coordinates"":[11.415129138,44.483534384]}"
2180;"{""type"":""Point"",""coordinates"":[11.415129138,44.485782685]}"
2181;"{""type"":""Point"",""coordinates"":[11.415129138,44.488030986]}"
2182;"{""type"":""Point"",""coordinates"":[11.415129138,44.490279287]}"
2183;"{""type"":""Point"",""coordinates"":[11.415129138,44.492527588]}"
2184;"{""type"":""Point"",""coordinates"":[11.415129138,44.494775889]}"
2185;"{""type"":""Point"",""coordinates"":[11.415129138,44.49702419]}"
2186;"{""type"":""Point"",""coordinates"":[11.415129138,44.49927249]}"
2187;"{""type"":""Point"",""coordinates"":[11.415129138,44.501520791]}"
2188;"{""type"":""Point"",""coordinates"":[11.415129138,44.503769092]}"
2189;"{""type"":""Point"",""coordinates"":[11.415129138,44.506017393]}"
2190;"{""type"":""Point"",""coordinates"":[11.415129138,44.508265694]}"
2191;"{""type"":""Point"",""coordinates"":[11.415129138,44.510513995]}"
2192;"{""type"":""Point"",""coordinates"":[11.415129138,44.512762296]}"
2193;"{""type"":""Point"",""coordinates"":[11.415129138,44.515010597]}"
2194;"{""type"":""Point"",""coordinates"":[11.415129138,44.517258898]}"
2195;"{""type"":""Point"",""coordinates"":[11.415129138,44.519507199]}"
2196;"{""type"":""Point"",""coordinates"":[11.415129138,44.5217555]}"
2197;"{""type"":""Point"",""coordinates"":[11.415129138,44.5240038]}"
2198;"{""type"":""Point"",""coordinates"":[11.418276903,44.485782685]}"
2199;"{""type"":""Point"",""coordinates"":[11.418276903,44.488030986]}"
2200;"{""type"":""Point"",""coordinates"":[11.418276903,44.490279287]}"
2201;"{""type"":""Point"",""coordinates"":[11.418276903,44.492527588]}"
2202;"{""type"":""Point"",""coordinates"":[11.418276903,44.494775889]}"
2203;"{""type"":""Point"",""coordinates"":[11.418276903,44.49702419]}"
2204;"{""type"":""Point"",""coordinates"":[11.418276903,44.49927249]}"
2205;"{""type"":""Point"",""coordinates"":[11.418276903,44.501520791]}"
2206;"{""type"":""Point"",""coordinates"":[11.418276903,44.503769092]}"
2207;"{""type"":""Point"",""coordinates"":[11.418276903,44.506017393]}"
2208;"{""type"":""Point"",""coordinates"":[11.418276903,44.508265694]}"
2209;"{""type"":""Point"",""coordinates"":[11.418276903,44.510513995]}"
2210;"{""type"":""Point"",""coordinates"":[11.418276903,44.512762296]}"
2211;"{""type"":""Point"",""coordinates"":[11.418276903,44.515010597]}"
2212;"{""type"":""Point"",""coordinates"":[11.418276903,44.517258898]}"
2213;"{""type"":""Point"",""coordinates"":[11.418276903,44.519507199]}"
2214;"{""type"":""Point"",""coordinates"":[11.418276903,44.5217555]}"
2215;"{""type"":""Point"",""coordinates"":[11.418276903,44.5240038]}"
2216;"{""type"":""Point"",""coordinates"":[11.418276903,44.526252101]}"
2217;"{""type"":""Point"",""coordinates"":[11.421424668,44.485782685]}"
2218;"{""type"":""Point"",""coordinates"":[11.421424668,44.488030986]}"
2219;"{""type"":""Point"",""coordinates"":[11.421424668,44.49927249]}"
2220;"{""type"":""Point"",""coordinates"":[11.421424668,44.501520791]}"
2221;"{""type"":""Point"",""coordinates"":[11.421424668,44.503769092]}"
2222;"{""type"":""Point"",""coordinates"":[11.421424668,44.506017393]}"
2223;"{""type"":""Point"",""coordinates"":[11.421424668,44.508265694]}"
2224;"{""type"":""Point"",""coordinates"":[11.421424668,44.510513995]}"
2225;"{""type"":""Point"",""coordinates"":[11.421424668,44.512762296]}"
2226;"{""type"":""Point"",""coordinates"":[11.421424668,44.515010597]}"
2227;"{""type"":""Point"",""coordinates"":[11.421424668,44.517258898]}"
2228;"{""type"":""Point"",""coordinates"":[11.421424668,44.519507199]}"
2229;"{""type"":""Point"",""coordinates"":[11.421424668,44.5217555]}"
2230;"{""type"":""Point"",""coordinates"":[11.421424668,44.5240038]}"
2231;"{""type"":""Point"",""coordinates"":[11.424572432,44.488030986]}"
2232;"{""type"":""Point"",""coordinates"":[11.424572432,44.501520791]}"
2233;"{""type"":""Point"",""coordinates"":[11.424572432,44.503769092]}"
2234;"{""type"":""Point"",""coordinates"":[11.424572432,44.506017393]}"
2235;"{""type"":""Point"",""coordinates"":[11.424572432,44.508265694]}"
2236;"{""type"":""Point"",""coordinates"":[11.424572432,44.510513995]}"
2237;"{""type"":""Point"",""coordinates"":[11.424572432,44.512762296]}"
2238;"{""type"":""Point"",""coordinates"":[11.424572432,44.515010597]}"
2239;"{""type"":""Point"",""coordinates"":[11.424572432,44.517258898]}"
2240;"{""type"":""Point"",""coordinates"":[11.424572432,44.519507199]}"
2241;"{""type"":""Point"",""coordinates"":[11.427720197,44.506017393]}"
2242;"{""type"":""Point"",""coordinates"":[11.427720197,44.508265694]}"
2243;"{""type"":""Point"",""coordinates"":[11.427720197,44.510513995]}"
2244;"{""type"":""Point"",""coordinates"":[11.427720197,44.512762296]}"
2245;"{""type"":""Point"",""coordinates"":[11.427720197,44.515010597]}"
2246;"{""type"":""Point"",""coordinates"":[11.427720197,44.517258898]}"
2247;"{""type"":""Point"",""coordinates"":[11.427720197,44.519507199]}"
2248;"{""type"":""Point"",""coordinates"":[11.430867962,44.510513995]}"
2249;"{""type"":""Point"",""coordinates"":[11.430867962,44.512762296]}"
